#    L    TT             EE             BB             TE             PP             TP             EP          
  2512   0.689406E+02   0.298439E+01   0.000000E+00  -0.191854E+01   0.135719E-08   0.819345E-06  -0.368546E-07
  2513   0.686867E+02   0.299479E+01   0.000000E+00  -0.194643E+01   0.135618E-08   0.816946E-06  -0.361151E-07
  2514   0.684360E+02   0.300503E+01   0.000000E+00  -0.197509E+01   0.135518E-08   0.813819E-06  -0.353301E-07
  2515   0.681886E+02   0.301509E+01   0.000000E+00  -0.200449E+01   0.135418E-08   0.809999E-06  -0.345029E-07
  2516   0.679444E+02   0.302498E+01   0.000000E+00  -0.203464E+01   0.135317E-08   0.805517E-06  -0.336368E-07
  2517   0.677035E+02   0.303467E+01   0.000000E+00  -0.206550E+01   0.135217E-08   0.800408E-06  -0.327351E-07
  2518   0.674658E+02   0.304418E+01   0.000000E+00  -0.209707E+01   0.135117E-08   0.794706E-06  -0.318012E-07
  2519   0.672315E+02   0.305350E+01   0.000000E+00  -0.212931E+01   0.135017E-08   0.788443E-06  -0.308382E-07
  2520   0.670005E+02   0.306261E+01   0.000000E+00  -0.216221E+01   0.134918E-08   0.781653E-06  -0.298495E-07
  2521   0.667729E+02   0.307152E+01   0.000000E+00  -0.219575E+01   0.134818E-08   0.774369E-06  -0.288384E-07
  2522   0.665487E+02   0.308022E+01   0.000000E+00  -0.222991E+01   0.134718E-08   0.766626E-06  -0.278082E-07
  2523   0.663278E+02   0.308871E+01   0.000000E+00  -0.226467E+01   0.134619E-08   0.758456E-06  -0.267622E-07
  2524   0.661103E+02   0.309698E+01   0.000000E+00  -0.230000E+01   0.134520E-08   0.749893E-06  -0.257036E-07
  2525   0.658964E+02   0.310503E+01   0.000000E+00  -0.233590E+01   0.134420E-08   0.740970E-06  -0.246359E-07
  2526   0.656859E+02   0.311284E+01   0.000000E+00  -0.237233E+01   0.134321E-08   0.731722E-06  -0.235622E-07
  2527   0.654787E+02   0.312044E+01   0.000000E+00  -0.240928E+01   0.134222E-08   0.722180E-06  -0.224858E-07
  2528   0.652752E+02   0.312780E+01   0.000000E+00  -0.244673E+01   0.134123E-08   0.712380E-06  -0.214102E-07
  2529   0.650751E+02   0.313491E+01   0.000000E+00  -0.248464E+01   0.134025E-08   0.702354E-06  -0.203385E-07
  2530   0.648784E+02   0.314179E+01   0.000000E+00  -0.252302E+01   0.133926E-08   0.692135E-06  -0.192740E-07
  2531   0.646853E+02   0.314843E+01   0.000000E+00  -0.256183E+01   0.133827E-08   0.681758E-06  -0.182201E-07
  2532   0.644956E+02   0.315481E+01   0.000000E+00  -0.260104E+01   0.133729E-08   0.671256E-06  -0.171800E-07
  2533   0.643095E+02   0.316094E+01   0.000000E+00  -0.264065E+01   0.133631E-08   0.660661E-06  -0.161571E-07
  2534   0.641269E+02   0.316682E+01   0.000000E+00  -0.268063E+01   0.133532E-08   0.650008E-06  -0.151547E-07
  2535   0.639477E+02   0.317243E+01   0.000000E+00  -0.272096E+01   0.133434E-08   0.639331E-06  -0.141759E-07
  2536   0.637720E+02   0.317778E+01   0.000000E+00  -0.276161E+01   0.133336E-08   0.628662E-06  -0.132242E-07
  2537   0.635999E+02   0.318286E+01   0.000000E+00  -0.280257E+01   0.133238E-08   0.618035E-06  -0.123029E-07
  2538   0.634312E+02   0.318767E+01   0.000000E+00  -0.284381E+01   0.133140E-08   0.607483E-06  -0.114151E-07
  2539   0.632660E+02   0.319221E+01   0.000000E+00  -0.288533E+01   0.133043E-08   0.597040E-06  -0.105643E-07
  2540   0.631042E+02   0.319647E+01   0.000000E+00  -0.292708E+01   0.132945E-08   0.586740E-06  -0.975369E-08
  2541   0.629460E+02   0.320046E+01   0.000000E+00  -0.296905E+01   0.132848E-08   0.576616E-06  -0.898659E-08
  2542   0.627912E+02   0.320416E+01   0.000000E+00  -0.301122E+01   0.132750E-08   0.566701E-06  -0.826631E-08
  2543   0.626399E+02   0.320760E+01   0.000000E+00  -0.305357E+01   0.132653E-08   0.557028E-06  -0.759613E-08
  2544   0.624921E+02   0.321074E+01   0.000000E+00  -0.309608E+01   0.132556E-08   0.547632E-06  -0.697935E-08
  2545   0.623477E+02   0.321361E+01   0.000000E+00  -0.313873E+01   0.132459E-08   0.538546E-06  -0.641927E-08
  2546   0.622068E+02   0.321619E+01   0.000000E+00  -0.318148E+01   0.132362E-08   0.529803E-06  -0.591918E-08
  2547   0.620693E+02   0.321848E+01   0.000000E+00  -0.322433E+01   0.132265E-08   0.521437E-06  -0.548239E-08
  2548   0.619351E+02   0.322049E+01   0.000000E+00  -0.326725E+01   0.132168E-08   0.513481E-06  -0.511218E-08
  2549   0.618044E+02   0.322221E+01   0.000000E+00  -0.331022E+01   0.132072E-08   0.505969E-06  -0.481185E-08
  2550   0.616769E+02   0.322364E+01   0.000000E+00  -0.335322E+01   0.131975E-08   0.498933E-06  -0.458470E-08
  2551   0.615529E+02   0.322477E+01   0.000000E+00  -0.339624E+01   0.131879E-08   0.492398E-06  -0.443294E-08
  2552   0.614322E+02   0.322560E+01   0.000000E+00  -0.343923E+01   0.131782E-08   0.486347E-06  -0.435446E-08
  2553   0.613147E+02   0.322613E+01   0.000000E+00  -0.348220E+01   0.131686E-08   0.480753E-06  -0.434605E-08
  2554   0.612005E+02   0.322637E+01   0.000000E+00  -0.352511E+01   0.131590E-08   0.475589E-06  -0.440451E-08
  2555   0.610896E+02   0.322631E+01   0.000000E+00  -0.356795E+01   0.131494E-08   0.470829E-06  -0.452665E-08
  2556   0.609818E+02   0.322595E+01   0.000000E+00  -0.361069E+01   0.131398E-08   0.466446E-06  -0.470926E-08
  2557   0.608773E+02   0.322529E+01   0.000000E+00  -0.365333E+01   0.131302E-08   0.462413E-06  -0.494915E-08
  2558   0.607759E+02   0.322433E+01   0.000000E+00  -0.369583E+01   0.131207E-08   0.458703E-06  -0.524310E-08
  2559   0.606777E+02   0.322308E+01   0.000000E+00  -0.373818E+01   0.131111E-08   0.455290E-06  -0.558793E-08
  2560   0.605827E+02   0.322152E+01   0.000000E+00  -0.378036E+01   0.131016E-08   0.452147E-06  -0.598044E-08
  2561   0.604906E+02   0.321966E+01   0.000000E+00  -0.382234E+01   0.130920E-08   0.449247E-06  -0.641741E-08
  2562   0.604017E+02   0.321750E+01   0.000000E+00  -0.386412E+01   0.130825E-08   0.446564E-06  -0.689566E-08
  2563   0.603157E+02   0.321504E+01   0.000000E+00  -0.390567E+01   0.130730E-08   0.444070E-06  -0.741198E-08
  2564   0.602327E+02   0.321228E+01   0.000000E+00  -0.394697E+01   0.130635E-08   0.441739E-06  -0.796317E-08
  2565   0.601526E+02   0.320921E+01   0.000000E+00  -0.398800E+01   0.130540E-08   0.439545E-06  -0.854604E-08
  2566   0.600754E+02   0.320584E+01   0.000000E+00  -0.402874E+01   0.130445E-08   0.437459E-06  -0.915737E-08
  2567   0.600011E+02   0.320218E+01   0.000000E+00  -0.406918E+01   0.130350E-08   0.435457E-06  -0.979398E-08
  2568   0.599296E+02   0.319822E+01   0.000000E+00  -0.410930E+01   0.130255E-08   0.433511E-06  -0.104527E-07
  2569   0.598610E+02   0.319395E+01   0.000000E+00  -0.414908E+01   0.130161E-08   0.431594E-06  -0.111302E-07
  2570   0.597950E+02   0.318940E+01   0.000000E+00  -0.418851E+01   0.130066E-08   0.429679E-06  -0.118234E-07
  2571   0.597319E+02   0.318455E+01   0.000000E+00  -0.422757E+01   0.129972E-08   0.427740E-06  -0.125291E-07
  2572   0.596713E+02   0.317941E+01   0.000000E+00  -0.426624E+01   0.129878E-08   0.425751E-06  -0.132441E-07
  2573   0.596134E+02   0.317399E+01   0.000000E+00  -0.430450E+01   0.129783E-08   0.423683E-06  -0.139651E-07
  2574   0.595582E+02   0.316828E+01   0.000000E+00  -0.434235E+01   0.129689E-08   0.421512E-06  -0.146890E-07
  2575   0.595055E+02   0.316229E+01   0.000000E+00  -0.437976E+01   0.129595E-08   0.419209E-06  -0.154126E-07
  2576   0.594553E+02   0.315602E+01   0.000000E+00  -0.441671E+01   0.129501E-08   0.416748E-06  -0.161326E-07
  2577   0.594076E+02   0.314946E+01   0.000000E+00  -0.445320E+01   0.129408E-08   0.414103E-06  -0.168459E-07
  2578   0.593622E+02   0.314262E+01   0.000000E+00  -0.448920E+01   0.129314E-08   0.411246E-06  -0.175493E-07
  2579   0.593193E+02   0.313552E+01   0.000000E+00  -0.452470E+01   0.129220E-08   0.408151E-06  -0.182396E-07
  2580   0.592787E+02   0.312813E+01   0.000000E+00  -0.455968E+01   0.129127E-08   0.404792E-06  -0.189135E-07
  2581   0.592403E+02   0.312047E+01   0.000000E+00  -0.459413E+01   0.129033E-08   0.401140E-06  -0.195679E-07
  2582   0.592041E+02   0.311254E+01   0.000000E+00  -0.462804E+01   0.128940E-08   0.397171E-06  -0.201995E-07
  2583   0.591702E+02   0.310435E+01   0.000000E+00  -0.466139E+01   0.128847E-08   0.392856E-06  -0.208053E-07
  2584   0.591383E+02   0.309590E+01   0.000000E+00  -0.469417E+01   0.128753E-08   0.388170E-06  -0.213819E-07
  2585   0.591085E+02   0.308717E+01   0.000000E+00  -0.472636E+01   0.128660E-08   0.383085E-06  -0.219261E-07
  2586   0.590808E+02   0.307820E+01   0.000000E+00  -0.475796E+01   0.128567E-08   0.377575E-06  -0.224349E-07
  2587   0.590549E+02   0.306897E+01   0.000000E+00  -0.478894E+01   0.128474E-08   0.371613E-06  -0.229049E-07
  2588   0.590311E+02   0.305949E+01   0.000000E+00  -0.481930E+01   0.128382E-08   0.365173E-06  -0.233329E-07
  2589   0.590092E+02   0.304975E+01   0.000000E+00  -0.484902E+01   0.128289E-08   0.358226E-06  -0.237159E-07
  2590   0.589889E+02   0.303978E+01   0.000000E+00  -0.487810E+01   0.128196E-08   0.350748E-06  -0.240505E-07
  2591   0.589705E+02   0.302956E+01   0.000000E+00  -0.490650E+01   0.128104E-08   0.342711E-06  -0.243336E-07
  2592   0.589538E+02   0.301910E+01   0.000000E+00  -0.493424E+01   0.128011E-08   0.334088E-06  -0.245619E-07
  2593   0.589386E+02   0.300840E+01   0.000000E+00  -0.496129E+01   0.127919E-08   0.324852E-06  -0.247323E-07
  2594   0.589252E+02   0.299747E+01   0.000000E+00  -0.498763E+01   0.127827E-08   0.314978E-06  -0.248416E-07
  2595   0.589132E+02   0.298630E+01   0.000000E+00  -0.501328E+01   0.127735E-08   0.304438E-06  -0.248866E-07
  2596   0.589027E+02   0.297491E+01   0.000000E+00  -0.503820E+01   0.127642E-08   0.293205E-06  -0.248640E-07
  2597   0.588936E+02   0.296330E+01   0.000000E+00  -0.506240E+01   0.127550E-08   0.281252E-06  -0.247707E-07
  2598   0.588859E+02   0.295147E+01   0.000000E+00  -0.508587E+01   0.127458E-08   0.268554E-06  -0.246034E-07
  2599   0.588795E+02   0.293943E+01   0.000000E+00  -0.510859E+01   0.127367E-08   0.255083E-06  -0.243590E-07
  2600   0.588743E+02   0.292718E+01   0.000000E+00  -0.513055E+01   0.127275E-08   0.240812E-06  -0.240343E-07
  2601   0.588705E+02   0.291472E+01   0.000000E+00  -0.515176E+01   0.127183E-08   0.225727E-06  -0.236271E-07
  2602   0.588676E+02   0.290207E+01   0.000000E+00  -0.517220E+01   0.127092E-08   0.209861E-06  -0.231397E-07
  2603   0.588660E+02   0.288922E+01   0.000000E+00  -0.519186E+01   0.127000E-08   0.193260E-06  -0.225752E-07
  2604   0.588654E+02   0.287618E+01   0.000000E+00  -0.521074E+01   0.126909E-08   0.175968E-06  -0.219370E-07
  2605   0.588657E+02   0.286295E+01   0.000000E+00  -0.522882E+01   0.126817E-08   0.158033E-06  -0.212283E-07
  2606   0.588669E+02   0.284953E+01   0.000000E+00  -0.524612E+01   0.126726E-08   0.139498E-06  -0.204524E-07
  2607   0.588690E+02   0.283594E+01   0.000000E+00  -0.526259E+01   0.126635E-08   0.120409E-06  -0.196125E-07
  2608   0.588720E+02   0.282217E+01   0.000000E+00  -0.527826E+01   0.126544E-08   0.100812E-06  -0.187119E-07
  2609   0.588756E+02   0.280823E+01   0.000000E+00  -0.529310E+01   0.126453E-08   0.807517E-07  -0.177538E-07
  2610   0.588800E+02   0.279411E+01   0.000000E+00  -0.530713E+01   0.126362E-08   0.602743E-07  -0.167416E-07
  2611   0.588850E+02   0.277984E+01   0.000000E+00  -0.532032E+01   0.126271E-08   0.394249E-07  -0.156784E-07
  2612   0.588905E+02   0.276540E+01   0.000000E+00  -0.533268E+01   0.126180E-08   0.182489E-07  -0.145676E-07
  2613   0.588966E+02   0.275081E+01   0.000000E+00  -0.534421E+01   0.126090E-08  -0.320825E-08  -0.134123E-07
  2614   0.589031E+02   0.273608E+01   0.000000E+00  -0.535489E+01   0.125999E-08  -0.249012E-07  -0.122159E-07
  2615   0.589100E+02   0.272120E+01   0.000000E+00  -0.536472E+01   0.125909E-08  -0.467844E-07  -0.109816E-07
  2616   0.589173E+02   0.270618E+01   0.000000E+00  -0.537372E+01   0.125818E-08  -0.688125E-07  -0.971271E-08
  2617   0.589249E+02   0.269102E+01   0.000000E+00  -0.538186E+01   0.125728E-08  -0.909401E-07  -0.841242E-08
  2618   0.589327E+02   0.267574E+01   0.000000E+00  -0.538915E+01   0.125638E-08  -0.113122E-06  -0.708403E-08
  2619   0.589407E+02   0.266033E+01   0.000000E+00  -0.539559E+01   0.125548E-08  -0.135312E-06  -0.573079E-08
  2620   0.589489E+02   0.264480E+01   0.000000E+00  -0.540118E+01   0.125458E-08  -0.157465E-06  -0.435596E-08
  2621   0.589572E+02   0.262916E+01   0.000000E+00  -0.540591E+01   0.125368E-08  -0.179536E-06  -0.296281E-08
  2622   0.589655E+02   0.261341E+01   0.000000E+00  -0.540978E+01   0.125278E-08  -0.201480E-06  -0.155459E-08
  2623   0.589737E+02   0.259755E+01   0.000000E+00  -0.541281E+01   0.125188E-08  -0.223250E-06  -0.134569E-09
  2624   0.589819E+02   0.258160E+01   0.000000E+00  -0.541496E+01   0.125098E-08  -0.244802E-06   0.129400E-08
  2625   0.589899E+02   0.256554E+01   0.000000E+00  -0.541628E+01   0.125009E-08  -0.266090E-06   0.272785E-08
  2626   0.589977E+02   0.254941E+01   0.000000E+00  -0.541672E+01   0.124919E-08  -0.287069E-06   0.416373E-08
  2627   0.590054E+02   0.253317E+01   0.000000E+00  -0.541631E+01   0.124830E-08  -0.307692E-06   0.559838E-08
  2628   0.590126E+02   0.251687E+01   0.000000E+00  -0.541505E+01   0.124740E-08  -0.327916E-06   0.702852E-08
  2629   0.590196E+02   0.250049E+01   0.000000E+00  -0.541293E+01   0.124651E-08  -0.347694E-06   0.845092E-08
  2630   0.590260E+02   0.248403E+01   0.000000E+00  -0.540994E+01   0.124562E-08  -0.366980E-06   0.986229E-08
  2631   0.590321E+02   0.246751E+01   0.000000E+00  -0.540612E+01   0.124473E-08  -0.385731E-06   0.112594E-07
  2632   0.590376E+02   0.245093E+01   0.000000E+00  -0.540145E+01   0.124384E-08  -0.403899E-06   0.126390E-07
  2633   0.590427E+02   0.243430E+01   0.000000E+00  -0.539594E+01   0.124295E-08  -0.421440E-06   0.139977E-07
  2634   0.590470E+02   0.241762E+01   0.000000E+00  -0.538959E+01   0.124206E-08  -0.438308E-06   0.153324E-07
  2635   0.590508E+02   0.240091E+01   0.000000E+00  -0.538241E+01   0.124118E-08  -0.454458E-06   0.166398E-07
  2636   0.590539E+02   0.238415E+01   0.000000E+00  -0.537441E+01   0.124029E-08  -0.469845E-06   0.179166E-07
  2637   0.590563E+02   0.236737E+01   0.000000E+00  -0.536559E+01   0.123940E-08  -0.484422E-06   0.191596E-07
  2638   0.590579E+02   0.235056E+01   0.000000E+00  -0.535594E+01   0.123852E-08  -0.498145E-06   0.203655E-07
  2639   0.590588E+02   0.233373E+01   0.000000E+00  -0.534548E+01   0.123764E-08  -0.510968E-06   0.215310E-07
  2640   0.590587E+02   0.231689E+01   0.000000E+00  -0.533422E+01   0.123675E-08  -0.522845E-06   0.226529E-07
  2641   0.590577E+02   0.230003E+01   0.000000E+00  -0.532214E+01   0.123587E-08  -0.533732E-06   0.237279E-07
  2642   0.590557E+02   0.228317E+01   0.000000E+00  -0.530926E+01   0.123499E-08  -0.543583E-06   0.247528E-07
  2643   0.590528E+02   0.226629E+01   0.000000E+00  -0.529559E+01   0.123411E-08  -0.552352E-06   0.257243E-07
  2644   0.590487E+02   0.224943E+01   0.000000E+00  -0.528112E+01   0.123323E-08  -0.559994E-06   0.266391E-07
  2645   0.590435E+02   0.223257E+01   0.000000E+00  -0.526587E+01   0.123236E-08  -0.566463E-06   0.274940E-07
  2646   0.590372E+02   0.221573E+01   0.000000E+00  -0.524985E+01   0.123148E-08  -0.571715E-06   0.282857E-07
  2647   0.590298E+02   0.219890E+01   0.000000E+00  -0.523306E+01   0.123060E-08  -0.575703E-06   0.290110E-07
  2648   0.590210E+02   0.218210E+01   0.000000E+00  -0.521550E+01   0.122973E-08  -0.578383E-06   0.296665E-07
  2649   0.590111E+02   0.216532E+01   0.000000E+00  -0.519719E+01   0.122885E-08  -0.579708E-06   0.302492E-07
  2650   0.589998E+02   0.214858E+01   0.000000E+00  -0.517814E+01   0.122798E-08  -0.579634E-06   0.307556E-07
  2651   0.589872E+02   0.213187E+01   0.000000E+00  -0.515834E+01   0.122711E-08  -0.578127E-06   0.311833E-07
  2652   0.589732E+02   0.211521E+01   0.000000E+00  -0.513781E+01   0.122624E-08  -0.575204E-06   0.315331E-07
  2653   0.589577E+02   0.209859E+01   0.000000E+00  -0.511656E+01   0.122537E-08  -0.570894E-06   0.318066E-07
  2654   0.589407E+02   0.208201E+01   0.000000E+00  -0.509458E+01   0.122450E-08  -0.565226E-06   0.320055E-07
  2655   0.589223E+02   0.206550E+01   0.000000E+00  -0.507191E+01   0.122363E-08  -0.558228E-06   0.321311E-07
  2656   0.589022E+02   0.204904E+01   0.000000E+00  -0.504852E+01   0.122276E-08  -0.549929E-06   0.321853E-07
  2657   0.588806E+02   0.203265E+01   0.000000E+00  -0.502445E+01   0.122189E-08  -0.540359E-06   0.321695E-07
  2658   0.588573E+02   0.201633E+01   0.000000E+00  -0.499969E+01   0.122103E-08  -0.529547E-06   0.320854E-07
  2659   0.588324E+02   0.200007E+01   0.000000E+00  -0.497426E+01   0.122016E-08  -0.517520E-06   0.319345E-07
  2660   0.588057E+02   0.198390E+01   0.000000E+00  -0.494817E+01   0.121930E-08  -0.504309E-06   0.317184E-07
  2661   0.587774E+02   0.196781E+01   0.000000E+00  -0.492144E+01   0.121843E-08  -0.489941E-06   0.314387E-07
  2662   0.587474E+02   0.195180E+01   0.000000E+00  -0.489406E+01   0.121757E-08  -0.474447E-06   0.310971E-07
  2663   0.587156E+02   0.193589E+01   0.000000E+00  -0.486607E+01   0.121671E-08  -0.457854E-06   0.306950E-07
  2664   0.586821E+02   0.192006E+01   0.000000E+00  -0.483746E+01   0.121584E-08  -0.440192E-06   0.302341E-07
  2665   0.586467E+02   0.190434E+01   0.000000E+00  -0.480825E+01   0.121498E-08  -0.421490E-06   0.297160E-07
  2666   0.586095E+02   0.188873E+01   0.000000E+00  -0.477844E+01   0.121412E-08  -0.401776E-06   0.291423E-07
  2667   0.585705E+02   0.187322E+01   0.000000E+00  -0.474806E+01   0.121326E-08  -0.381079E-06   0.285145E-07
  2668   0.585297E+02   0.185782E+01   0.000000E+00  -0.471711E+01   0.121240E-08  -0.359429E-06   0.278343E-07
  2669   0.584869E+02   0.184254E+01   0.000000E+00  -0.468561E+01   0.121154E-08  -0.336854E-06   0.271032E-07
  2670   0.584422E+02   0.182737E+01   0.000000E+00  -0.465355E+01   0.121069E-08  -0.313383E-06   0.263228E-07
  2671   0.583955E+02   0.181232E+01   0.000000E+00  -0.462096E+01   0.120983E-08  -0.289046E-06   0.254947E-07
  2672   0.583469E+02   0.179741E+01   0.000000E+00  -0.458784E+01   0.120897E-08  -0.263870E-06   0.246205E-07
  2673   0.582963E+02   0.178262E+01   0.000000E+00  -0.455422E+01   0.120811E-08  -0.237884E-06   0.237018E-07
  2674   0.582437E+02   0.176796E+01   0.000000E+00  -0.452011E+01   0.120726E-08  -0.211119E-06   0.227402E-07
  2675   0.581891E+02   0.175343E+01   0.000000E+00  -0.448551E+01   0.120640E-08  -0.183602E-06   0.217373E-07
  2676   0.581324E+02   0.173904E+01   0.000000E+00  -0.445044E+01   0.120555E-08  -0.155363E-06   0.206946E-07
  2677   0.580737E+02   0.172481E+01   0.000000E+00  -0.441492E+01   0.120469E-08  -0.126430E-06   0.196138E-07
  2678   0.580130E+02   0.171071E+01   0.000000E+00  -0.437895E+01   0.120384E-08  -0.968322E-07   0.184964E-07
  2679   0.579503E+02   0.169677E+01   0.000000E+00  -0.434256E+01   0.120298E-08  -0.665988E-07   0.173440E-07
  2680   0.578854E+02   0.168298E+01   0.000000E+00  -0.430575E+01   0.120213E-08  -0.357585E-07   0.161583E-07
  2681   0.578185E+02   0.166934E+01   0.000000E+00  -0.426853E+01   0.120128E-08  -0.434024E-08   0.149408E-07
  2682   0.577494E+02   0.165586E+01   0.000000E+00  -0.423093E+01   0.120043E-08   0.276271E-07   0.136930E-07
  2683   0.576782E+02   0.164254E+01   0.000000E+00  -0.419295E+01   0.119957E-08   0.601147E-07   0.124167E-07
  2684   0.576050E+02   0.162939E+01   0.000000E+00  -0.415462E+01   0.119872E-08   0.930935E-07   0.111133E-07
  2685   0.575295E+02   0.161640E+01   0.000000E+00  -0.411592E+01   0.119787E-08   0.126535E-06   0.978453E-08
  2686   0.574519E+02   0.160359E+01   0.000000E+00  -0.407690E+01   0.119702E-08   0.160410E-06   0.843188E-08
