#    L    TT             EE             BB             TE             PP             TP             EP          
  2285   0.106608E+03   0.610046E+01   0.000000E+00  -0.897209E+01   0.161576E-08   0.282512E-06   0.199671E-07
  2286   0.106605E+03   0.607080E+01   0.000000E+00  -0.903443E+01   0.161447E-08   0.274676E-06   0.198970E-07
  2287   0.106606E+03   0.604069E+01   0.000000E+00  -0.909513E+01   0.161319E-08   0.267044E-06   0.198294E-07
  2288   0.106610E+03   0.601014E+01   0.000000E+00  -0.915405E+01   0.161190E-08   0.259634E-06   0.197641E-07
  2289   0.106619E+03   0.597916E+01   0.000000E+00  -0.921126E+01   0.161062E-08   0.252465E-06   0.197010E-07
  2290   0.106631E+03   0.594776E+01   0.000000E+00  -0.926668E+01   0.160934E-08   0.245555E-06   0.196399E-07
  2291   0.106645E+03   0.591596E+01   0.000000E+00  -0.932040E+01   0.160806E-08   0.238921E-06   0.195806E-07
  2292   0.106664E+03   0.588377E+01   0.000000E+00  -0.937233E+01   0.160678E-08   0.232583E-06   0.195229E-07
  2293   0.106686E+03   0.585120E+01   0.000000E+00  -0.942241E+01   0.160550E-08   0.226558E-06   0.194666E-07
  2294   0.106710E+03   0.581826E+01   0.000000E+00  -0.947078E+01   0.160423E-08   0.220864E-06   0.194116E-07
  2295   0.106738E+03   0.578496E+01   0.000000E+00  -0.951721E+01   0.160296E-08   0.215520E-06   0.193576E-07
  2296   0.106767E+03   0.575132E+01   0.000000E+00  -0.956187E+01   0.160168E-08   0.210545E-06   0.193045E-07
  2297   0.106800E+03   0.571733E+01   0.000000E+00  -0.960466E+01   0.160041E-08   0.205955E-06   0.192521E-07
  2298   0.106835E+03   0.568302E+01   0.000000E+00  -0.964567E+01   0.159914E-08   0.201770E-06   0.192002E-07
  2299   0.106873E+03   0.564839E+01   0.000000E+00  -0.968475E+01   0.159787E-08   0.198008E-06   0.191487E-07
  2300   0.106913E+03   0.561345E+01   0.000000E+00  -0.972190E+01   0.159661E-08   0.194687E-06   0.190973E-07
  2301   0.106954E+03   0.557821E+01   0.000000E+00  -0.975727E+01   0.159534E-08   0.191820E-06   0.190458E-07
  2302   0.106998E+03   0.554269E+01   0.000000E+00  -0.979063E+01   0.159408E-08   0.189403E-06   0.189942E-07
  2303   0.107043E+03   0.550689E+01   0.000000E+00  -0.982221E+01   0.159282E-08   0.187426E-06   0.189423E-07
  2304   0.107090E+03   0.547083E+01   0.000000E+00  -0.985178E+01   0.159156E-08   0.185881E-06   0.188899E-07
  2305   0.107139E+03   0.543453E+01   0.000000E+00  -0.987949E+01   0.159030E-08   0.184758E-06   0.188370E-07
  2306   0.107188E+03   0.539798E+01   0.000000E+00  -0.990527E+01   0.158904E-08   0.184048E-06   0.187834E-07
  2307   0.107240E+03   0.536120E+01   0.000000E+00  -0.992912E+01   0.158778E-08   0.183741E-06   0.187289E-07
  2308   0.107292E+03   0.532421E+01   0.000000E+00  -0.995104E+01   0.158653E-08   0.183828E-06   0.186734E-07
  2309   0.107345E+03   0.528702E+01   0.000000E+00  -0.997102E+01   0.158527E-08   0.184301E-06   0.186169E-07
  2310   0.107399E+03   0.524963E+01   0.000000E+00  -0.998915E+01   0.158402E-08   0.185148E-06   0.185591E-07
  2311   0.107454E+03   0.521206E+01   0.000000E+00  -0.100053E+02   0.158277E-08   0.186363E-06   0.184999E-07
  2312   0.107509E+03   0.517433E+01   0.000000E+00  -0.100195E+02   0.158152E-08   0.187934E-06   0.184393E-07
  2313   0.107565E+03   0.513643E+01   0.000000E+00  -0.100319E+02   0.158028E-08   0.189854E-06   0.183770E-07
  2314   0.107621E+03   0.509840E+01   0.000000E+00  -0.100423E+02   0.157903E-08   0.192112E-06   0.183130E-07
  2315   0.107678E+03   0.506023E+01   0.000000E+00  -0.100508E+02   0.157778E-08   0.194699E-06   0.182470E-07
  2316   0.107734E+03   0.502194E+01   0.000000E+00  -0.100574E+02   0.157654E-08   0.197606E-06   0.181791E-07
  2317   0.107791E+03   0.498355E+01   0.000000E+00  -0.100621E+02   0.157530E-08   0.200824E-06   0.181089E-07
  2318   0.107848E+03   0.494505E+01   0.000000E+00  -0.100649E+02   0.157406E-08   0.204343E-06   0.180365E-07
  2319   0.107903E+03   0.490646E+01   0.000000E+00  -0.100658E+02   0.157282E-08   0.208155E-06   0.179616E-07
  2320   0.107959E+03   0.486780E+01   0.000000E+00  -0.100648E+02   0.157158E-08   0.212250E-06   0.178842E-07
  2321   0.108014E+03   0.482907E+01   0.000000E+00  -0.100619E+02   0.157035E-08   0.216618E-06   0.178041E-07
  2322   0.108068E+03   0.479029E+01   0.000000E+00  -0.100571E+02   0.156911E-08   0.221250E-06   0.177212E-07
  2323   0.108123E+03   0.475148E+01   0.000000E+00  -0.100505E+02   0.156788E-08   0.226138E-06   0.176353E-07
  2324   0.108176E+03   0.471263E+01   0.000000E+00  -0.100421E+02   0.156665E-08   0.231272E-06   0.175463E-07
  2325   0.108228E+03   0.467378E+01   0.000000E+00  -0.100318E+02   0.156542E-08   0.236642E-06   0.174541E-07
  2326   0.108278E+03   0.463493E+01   0.000000E+00  -0.100197E+02   0.156419E-08   0.242239E-06   0.173585E-07
  2327   0.108328E+03   0.459609E+01   0.000000E+00  -0.100057E+02   0.156296E-08   0.248055E-06   0.172595E-07
  2328   0.108376E+03   0.455729E+01   0.000000E+00  -0.999005E+01   0.156173E-08   0.254079E-06   0.171568E-07
  2329   0.108424E+03   0.451851E+01   0.000000E+00  -0.997259E+01   0.156051E-08   0.260303E-06   0.170504E-07
  2330   0.108469E+03   0.447980E+01   0.000000E+00  -0.995335E+01   0.155928E-08   0.266717E-06   0.169401E-07
  2331   0.108513E+03   0.444113E+01   0.000000E+00  -0.993240E+01   0.155806E-08   0.273311E-06   0.168258E-07
  2332   0.108556E+03   0.440254E+01   0.000000E+00  -0.990967E+01   0.155684E-08   0.280078E-06   0.167073E-07
  2333   0.108597E+03   0.436403E+01   0.000000E+00  -0.988523E+01   0.155562E-08   0.287007E-06   0.165845E-07
  2334   0.108635E+03   0.432561E+01   0.000000E+00  -0.985907E+01   0.155441E-08   0.294089E-06   0.164574E-07
  2335   0.108672E+03   0.428730E+01   0.000000E+00  -0.983122E+01   0.155319E-08   0.301315E-06   0.163257E-07
  2336   0.108706E+03   0.424909E+01   0.000000E+00  -0.980172E+01   0.155197E-08   0.308675E-06   0.161893E-07
  2337   0.108739E+03   0.421101E+01   0.000000E+00  -0.977059E+01   0.155076E-08   0.316161E-06   0.160480E-07
  2338   0.108769E+03   0.417306E+01   0.000000E+00  -0.973776E+01   0.154955E-08   0.323762E-06   0.159019E-07
  2339   0.108796E+03   0.413526E+01   0.000000E+00  -0.970336E+01   0.154834E-08   0.331471E-06   0.157506E-07
  2340   0.108821E+03   0.409762E+01   0.000000E+00  -0.966740E+01   0.154713E-08   0.339276E-06   0.155942E-07
  2341   0.108844E+03   0.406015E+01   0.000000E+00  -0.962981E+01   0.154592E-08   0.347171E-06   0.154324E-07
  2342   0.108864E+03   0.402286E+01   0.000000E+00  -0.959066E+01   0.154471E-08   0.355144E-06   0.152651E-07
  2343   0.108881E+03   0.398575E+01   0.000000E+00  -0.955002E+01   0.154351E-08   0.363186E-06   0.150923E-07
  2344   0.108895E+03   0.394884E+01   0.000000E+00  -0.950790E+01   0.154230E-08   0.371289E-06   0.149137E-07
  2345   0.108906E+03   0.391215E+01   0.000000E+00  -0.946422E+01   0.154110E-08   0.379443E-06   0.147292E-07
  2346   0.108915E+03   0.387566E+01   0.000000E+00  -0.941913E+01   0.153990E-08   0.387639E-06   0.145387E-07
  2347   0.108920E+03   0.383941E+01   0.000000E+00  -0.937255E+01   0.153870E-08   0.395868E-06   0.143420E-07
  2348   0.108923E+03   0.380339E+01   0.000000E+00  -0.932455E+01   0.153750E-08   0.404120E-06   0.141391E-07
  2349   0.108921E+03   0.376761E+01   0.000000E+00  -0.927515E+01   0.153630E-08   0.412385E-06   0.139298E-07
  2350   0.108917E+03   0.373209E+01   0.000000E+00  -0.922441E+01   0.153511E-08   0.420656E-06   0.137140E-07
  2351   0.108909E+03   0.369683E+01   0.000000E+00  -0.917226E+01   0.153391E-08   0.428921E-06   0.134916E-07
  2352   0.108898E+03   0.366184E+01   0.000000E+00  -0.911885E+01   0.153272E-08   0.437166E-06   0.132632E-07
  2353   0.108883E+03   0.362713E+01   0.000000E+00  -0.906409E+01   0.153153E-08   0.445377E-06   0.130293E-07
  2354   0.108865E+03   0.359272E+01   0.000000E+00  -0.900815E+01   0.153034E-08   0.453538E-06   0.127906E-07
  2355   0.108843E+03   0.355861E+01   0.000000E+00  -0.895088E+01   0.152915E-08   0.461633E-06   0.125476E-07
  2356   0.108817E+03   0.352481E+01   0.000000E+00  -0.889241E+01   0.152796E-08   0.469648E-06   0.123011E-07
  2357   0.108788E+03   0.349133E+01   0.000000E+00  -0.883283E+01   0.152677E-08   0.477568E-06   0.120516E-07
  2358   0.108755E+03   0.345818E+01   0.000000E+00  -0.877206E+01   0.152559E-08   0.485378E-06   0.117997E-07
  2359   0.108718E+03   0.342536E+01   0.000000E+00  -0.871018E+01   0.152440E-08   0.493061E-06   0.115461E-07
  2360   0.108677E+03   0.339288E+01   0.000000E+00  -0.864711E+01   0.152322E-08   0.500604E-06   0.112913E-07
  2361   0.108633E+03   0.336074E+01   0.000000E+00  -0.858307E+01   0.152204E-08   0.507991E-06   0.110360E-07
  2362   0.108584E+03   0.332897E+01   0.000000E+00  -0.851792E+01   0.152086E-08   0.515207E-06   0.107808E-07
  2363   0.108531E+03   0.329755E+01   0.000000E+00  -0.845180E+01   0.151968E-08   0.522236E-06   0.105263E-07
  2364   0.108474E+03   0.326650E+01   0.000000E+00  -0.838465E+01   0.151850E-08   0.529065E-06   0.102731E-07
  2365   0.108413E+03   0.323583E+01   0.000000E+00  -0.831660E+01   0.151733E-08   0.535676E-06   0.100218E-07
  2366   0.108348E+03   0.320554E+01   0.000000E+00  -0.824758E+01   0.151615E-08   0.542056E-06   0.977308E-08
  2367   0.108278E+03   0.317563E+01   0.000000E+00  -0.817768E+01   0.151498E-08   0.548190E-06   0.952750E-08
  2368   0.108205E+03   0.314612E+01   0.000000E+00  -0.810688E+01   0.151381E-08   0.554061E-06   0.928569E-08
  2369   0.108127E+03   0.311702E+01   0.000000E+00  -0.803534E+01   0.151264E-08   0.559655E-06   0.904826E-08
  2370   0.108045E+03   0.308832E+01   0.000000E+00  -0.796291E+01   0.151147E-08   0.564957E-06   0.881583E-08
  2371   0.107959E+03   0.306004E+01   0.000000E+00  -0.788974E+01   0.151030E-08   0.569952E-06   0.858901E-08
  2372   0.107868E+03   0.303218E+01   0.000000E+00  -0.781582E+01   0.150913E-08   0.574624E-06   0.836841E-08
  2373   0.107774E+03   0.300473E+01   0.000000E+00  -0.774123E+01   0.150796E-08   0.578958E-06   0.815466E-08
  2374   0.107674E+03   0.297773E+01   0.000000E+00  -0.766598E+01   0.150680E-08   0.582940E-06   0.794836E-08
  2375   0.107571E+03   0.295115E+01   0.000000E+00  -0.759006E+01   0.150564E-08   0.586554E-06   0.775012E-08
  2376   0.107463E+03   0.292502E+01   0.000000E+00  -0.751354E+01   0.150447E-08   0.589784E-06   0.756057E-08
  2377   0.107350E+03   0.289933E+01   0.000000E+00  -0.743643E+01   0.150331E-08   0.592617E-06   0.738031E-08
  2378   0.107233E+03   0.287409E+01   0.000000E+00  -0.735877E+01   0.150215E-08   0.595036E-06   0.720996E-08
  2379   0.107112E+03   0.284930E+01   0.000000E+00  -0.728060E+01   0.150099E-08   0.597026E-06   0.705013E-08
  2380   0.106987E+03   0.282497E+01   0.000000E+00  -0.720196E+01   0.149984E-08   0.598573E-06   0.690144E-08
  2381   0.106857E+03   0.280109E+01   0.000000E+00  -0.712287E+01   0.149868E-08   0.599661E-06   0.676450E-08
  2382   0.106723E+03   0.277769E+01   0.000000E+00  -0.704335E+01   0.149753E-08   0.600276E-06   0.663993E-08
  2383   0.106584E+03   0.275475E+01   0.000000E+00  -0.696345E+01   0.149637E-08   0.600401E-06   0.652833E-08
  2384   0.106440E+03   0.273228E+01   0.000000E+00  -0.688318E+01   0.149522E-08   0.600022E-06   0.643033E-08
  2385   0.106293E+03   0.271029E+01   0.000000E+00  -0.680259E+01   0.149407E-08   0.599123E-06   0.634653E-08
  2386   0.106141E+03   0.268877E+01   0.000000E+00  -0.672169E+01   0.149292E-08   0.597690E-06   0.627756E-08
  2387   0.105984E+03   0.266773E+01   0.000000E+00  -0.664055E+01   0.149177E-08   0.595708E-06   0.622402E-08
  2388   0.105824E+03   0.264718E+01   0.000000E+00  -0.655918E+01   0.149062E-08   0.593160E-06   0.618653E-08
  2389   0.105659E+03   0.262711E+01   0.000000E+00  -0.647762E+01   0.148948E-08   0.590033E-06   0.616570E-08
  2390   0.105489E+03   0.260753E+01   0.000000E+00  -0.639590E+01   0.148833E-08   0.586311E-06   0.616215E-08
  2391   0.105315E+03   0.258844E+01   0.000000E+00  -0.631406E+01   0.148719E-08   0.581978E-06   0.617649E-08
  2392   0.105137E+03   0.256985E+01   0.000000E+00  -0.623212E+01   0.148604E-08   0.577021E-06   0.620933E-08
  2393   0.104954E+03   0.255175E+01   0.000000E+00  -0.615013E+01   0.148490E-08   0.571422E-06   0.626130E-08
  2394   0.104768E+03   0.253414E+01   0.000000E+00  -0.606809E+01   0.148376E-08   0.565168E-06   0.633299E-08
  2395   0.104577E+03   0.251703E+01   0.000000E+00  -0.598606E+01   0.148262E-08   0.558244E-06   0.642504E-08
  2396   0.104382E+03   0.250042E+01   0.000000E+00  -0.590405E+01   0.148149E-08   0.550633E-06   0.653804E-08
  2397   0.104183E+03   0.248430E+01   0.000000E+00  -0.582210E+01   0.148035E-08   0.542321E-06   0.667262E-08
  2398   0.103980E+03   0.246869E+01   0.000000E+00  -0.574023E+01   0.147921E-08   0.533293E-06   0.682938E-08
  2399   0.103773E+03   0.245357E+01   0.000000E+00  -0.565848E+01   0.147808E-08   0.523534E-06   0.700895E-08
  2400   0.103561E+03   0.243895E+01   0.000000E+00  -0.557687E+01   0.147694E-08   0.513029E-06   0.721194E-08
  2401   0.103345E+03   0.242483E+01   0.000000E+00  -0.549545E+01   0.147581E-08   0.501771E-06   0.743856E-08
  2402   0.103126E+03   0.241121E+01   0.000000E+00  -0.541422E+01   0.147468E-08   0.489794E-06   0.768748E-08
  2403   0.102901E+03   0.239808E+01   0.000000E+00  -0.533324E+01   0.147355E-08   0.477142E-06   0.795697E-08
  2404   0.102674E+03   0.238546E+01   0.000000E+00  -0.525252E+01   0.147242E-08   0.463855E-06   0.824529E-08
  2405   0.102442E+03   0.237333E+01   0.000000E+00  -0.517210E+01   0.147129E-08   0.449977E-06   0.855070E-08
  2406   0.102207E+03   0.236170E+01   0.000000E+00  -0.509200E+01   0.147017E-08   0.435551E-06   0.887149E-08
  2407   0.101968E+03   0.235057E+01   0.000000E+00  -0.501225E+01   0.146904E-08   0.420619E-06   0.920590E-08
  2408   0.101724E+03   0.233992E+01   0.000000E+00  -0.493287E+01   0.146792E-08   0.405224E-06   0.955221E-08
  2409   0.101478E+03   0.232977E+01   0.000000E+00  -0.485390E+01   0.146679E-08   0.389409E-06   0.990869E-08
  2410   0.101227E+03   0.232011E+01   0.000000E+00  -0.477536E+01   0.146567E-08   0.373215E-06   0.102736E-07
  2411   0.100973E+03   0.231094E+01   0.000000E+00  -0.469728E+01   0.146455E-08   0.356687E-06   0.106452E-07
  2412   0.100714E+03   0.230225E+01   0.000000E+00  -0.461968E+01   0.146343E-08   0.339866E-06   0.110218E-07
  2413   0.100453E+03   0.229405E+01   0.000000E+00  -0.454260E+01   0.146231E-08   0.322794E-06   0.114016E-07
  2414   0.100188E+03   0.228632E+01   0.000000E+00  -0.446604E+01   0.146119E-08   0.305516E-06   0.117829E-07
  2415   0.999188E+02   0.227908E+01   0.000000E+00  -0.439006E+01   0.146008E-08   0.288073E-06   0.121640E-07
  2416   0.996470E+02   0.227231E+01   0.000000E+00  -0.431465E+01   0.145896E-08   0.270508E-06   0.125431E-07
  2417   0.993715E+02   0.226602E+01   0.000000E+00  -0.423987E+01   0.145785E-08   0.252863E-06   0.129185E-07
  2418   0.990930E+02   0.226020E+01   0.000000E+00  -0.416573E+01   0.145674E-08   0.235182E-06   0.132885E-07
  2419   0.988108E+02   0.225485E+01   0.000000E+00  -0.409226E+01   0.145562E-08   0.217507E-06   0.136513E-07
  2420   0.985264E+02   0.224995E+01   0.000000E+00  -0.401947E+01   0.145451E-08   0.199880E-06   0.140052E-07
  2421   0.982383E+02   0.224553E+01   0.000000E+00  -0.394739E+01   0.145340E-08   0.182344E-06   0.143485E-07
  2422   0.979471E+02   0.224155E+01   0.000000E+00  -0.387605E+01   0.145230E-08   0.164942E-06   0.146795E-07
  2423   0.976538E+02   0.223803E+01   0.000000E+00  -0.380546E+01   0.145119E-08   0.147717E-06   0.149963E-07
  2424   0.973567E+02   0.223496E+01   0.000000E+00  -0.373566E+01   0.145008E-08   0.130710E-06   0.152973E-07
  2425   0.970575E+02   0.223234E+01   0.000000E+00  -0.366665E+01   0.144898E-08   0.113966E-06   0.155807E-07
  2426   0.967552E+02   0.223014E+01   0.000000E+00  -0.359846E+01   0.144787E-08   0.975253E-07   0.158449E-07
  2427   0.964500E+02   0.222839E+01   0.000000E+00  -0.353112E+01   0.144677E-08   0.814319E-07   0.160880E-07
  2428   0.961425E+02   0.222707E+01   0.000000E+00  -0.346463E+01   0.144567E-08   0.657282E-07   0.163084E-07
  2429   0.958328E+02   0.222618E+01   0.000000E+00  -0.339903E+01   0.144457E-08   0.504568E-07   0.165042E-07
  2430   0.955202E+02   0.222570E+01   0.000000E+00  -0.333432E+01   0.144347E-08   0.356602E-07   0.166738E-07
  2431   0.952053E+02   0.222564E+01   0.000000E+00  -0.327053E+01   0.144237E-08   0.213812E-07   0.168155E-07
  2432   0.948882E+02   0.222600E+01   0.000000E+00  -0.320769E+01   0.144127E-08   0.766239E-08   0.169275E-07
  2433   0.945688E+02   0.222676E+01   0.000000E+00  -0.314580E+01   0.144018E-08  -0.545363E-08   0.170080E-07
  2434   0.942480E+02   0.222792E+01   0.000000E+00  -0.308488E+01   0.143908E-08  -0.179242E-07   0.170554E-07
  2435   0.939241E+02   0.222948E+01   0.000000E+00  -0.302496E+01   0.143799E-08  -0.297067E-07   0.170679E-07
  2436   0.935988E+02   0.223143E+01   0.000000E+00  -0.296604E+01   0.143690E-08  -0.407584E-07   0.170438E-07
  2437   0.932713E+02   0.223375E+01   0.000000E+00  -0.290815E+01   0.143581E-08  -0.510368E-07   0.169813E-07
  2438   0.929423E+02   0.223646E+01   0.000000E+00  -0.285129E+01   0.143472E-08  -0.604992E-07   0.168787E-07
  2439   0.926110E+02   0.223954E+01   0.000000E+00  -0.279548E+01   0.143363E-08  -0.691029E-07   0.167343E-07
  2440   0.922783E+02   0.224298E+01   0.000000E+00  -0.274075E+01   0.143254E-08  -0.768053E-07   0.165464E-07
  2441   0.919440E+02   0.224679E+01   0.000000E+00  -0.268710E+01   0.143145E-08  -0.835639E-07   0.163131E-07
  2442   0.916083E+02   0.225095E+01   0.000000E+00  -0.263454E+01   0.143037E-08  -0.893359E-07   0.160328E-07
  2443   0.912703E+02   0.225545E+01   0.000000E+00  -0.258309E+01   0.142928E-08  -0.940787E-07   0.157038E-07
  2444   0.909316E+02   0.226029E+01   0.000000E+00  -0.253276E+01   0.142820E-08  -0.977496E-07   0.153243E-07
  2445   0.905922E+02   0.226548E+01   0.000000E+00  -0.248356E+01   0.142712E-08  -0.100306E-06   0.148925E-07
  2446   0.902505E+02   0.227098E+01   0.000000E+00  -0.243550E+01   0.142604E-08  -0.101706E-06   0.144068E-07
  2447   0.899088E+02   0.227682E+01   0.000000E+00  -0.238861E+01   0.142496E-08  -0.101905E-06   0.138654E-07
  2448   0.895656E+02   0.228296E+01   0.000000E+00  -0.234288E+01   0.142388E-08  -0.100862E-06   0.132666E-07
  2449   0.892209E+02   0.228941E+01   0.000000E+00  -0.229833E+01   0.142280E-08  -0.985347E-07   0.126086E-07
  2450   0.888762E+02   0.229616E+01   0.000000E+00  -0.225496E+01   0.142172E-08  -0.948794E-07   0.118898E-07
  2451   0.885300E+02   0.230320E+01   0.000000E+00  -0.221279E+01   0.142065E-08  -0.898693E-07   0.111091E-07
  2452   0.881838E+02   0.231053E+01   0.000000E+00  -0.217181E+01   0.141957E-08  -0.835395E-07   0.102688E-07
  2453   0.878361E+02   0.231813E+01   0.000000E+00  -0.213205E+01   0.141850E-08  -0.759408E-07   0.937195E-08
  2454   0.874885E+02   0.232602E+01   0.000000E+00  -0.209351E+01   0.141743E-08  -0.671238E-07   0.842151E-08
  2455   0.871400E+02   0.233416E+01   0.000000E+00  -0.205620E+01   0.141636E-08  -0.571392E-07   0.742054E-08
  2456   0.867916E+02   0.234255E+01   0.000000E+00  -0.202011E+01   0.141529E-08  -0.460376E-07   0.637204E-08
  2457   0.864431E+02   0.235120E+01   0.000000E+00  -0.198526E+01   0.141422E-08  -0.338697E-07   0.527903E-08
  2458   0.860939E+02   0.236008E+01   0.000000E+00  -0.195166E+01   0.141315E-08  -0.206861E-07   0.414454E-08
  2459   0.857440E+02   0.236921E+01   0.000000E+00  -0.191931E+01   0.141208E-08  -0.653759E-08   0.297157E-08
  2460   0.853948E+02   0.237855E+01   0.000000E+00  -0.188820E+01   0.141102E-08   0.852528E-08   0.176316E-08
  2461   0.850456E+02   0.238812E+01   0.000000E+00  -0.185835E+01   0.140996E-08   0.244518E-07   0.522326E-09
  2462   0.846956E+02   0.239789E+01   0.000000E+00  -0.182976E+01   0.140889E-08   0.411913E-07  -0.747922E-09
  2463   0.843471E+02   0.240787E+01   0.000000E+00  -0.180243E+01   0.140783E-08   0.586932E-07  -0.204456E-08
  2464   0.839979E+02   0.241805E+01   0.000000E+00  -0.177636E+01   0.140677E-08   0.769067E-07  -0.336457E-08
  2465   0.836494E+02   0.242841E+01   0.000000E+00  -0.175155E+01   0.140571E-08   0.957813E-07  -0.470494E-08
  2466   0.833009E+02   0.243895E+01   0.000000E+00  -0.172801E+01   0.140465E-08   0.115266E-06  -0.606263E-08
  2467   0.829532E+02   0.244966E+01   0.000000E+00  -0.170573E+01   0.140359E-08   0.135311E-06  -0.743464E-08
  2468   0.826062E+02   0.246055E+01   0.000000E+00  -0.168471E+01   0.140254E-08   0.155864E-06  -0.881795E-08
  2469   0.822599E+02   0.247158E+01   0.000000E+00  -0.166496E+01   0.140148E-08   0.176876E-06  -0.102095E-07
  2470   0.819136E+02   0.248277E+01   0.000000E+00  -0.164646E+01   0.140043E-08   0.198296E-06  -0.116064E-07
  2471   0.815688E+02   0.249409E+01   0.000000E+00  -0.162922E+01   0.139938E-08   0.220073E-06  -0.130055E-07
  2472   0.812248E+02   0.250554E+01   0.000000E+00  -0.161324E+01   0.139833E-08   0.242156E-06  -0.144037E-07
  2473   0.808815E+02   0.251712E+01   0.000000E+00  -0.159852E+01   0.139728E-08   0.264495E-06  -0.157982E-07
  2474   0.805389E+02   0.252882E+01   0.000000E+00  -0.158504E+01   0.139623E-08   0.287038E-06  -0.171859E-07
  2475   0.801978E+02   0.254062E+01   0.000000E+00  -0.157281E+01   0.139518E-08   0.309737E-06  -0.185638E-07
  2476   0.798575E+02   0.255253E+01   0.000000E+00  -0.156183E+01   0.139413E-08   0.332539E-06  -0.199287E-07
  2477   0.795186E+02   0.256453E+01   0.000000E+00  -0.155208E+01   0.139308E-08   0.355394E-06  -0.212778E-07
  2478   0.791812E+02   0.257661E+01   0.000000E+00  -0.154357E+01   0.139204E-08   0.378251E-06  -0.226080E-07
  2479   0.788454E+02   0.258877E+01   0.000000E+00  -0.153627E+01   0.139100E-08   0.401060E-06  -0.239163E-07
  2480   0.785102E+02   0.260099E+01   0.000000E+00  -0.153020E+01   0.138995E-08   0.423771E-06  -0.251997E-07
  2481   0.781773E+02   0.261329E+01   0.000000E+00  -0.152532E+01   0.138891E-08   0.446331E-06  -0.264551E-07
  2482   0.778459E+02   0.262564E+01   0.000000E+00  -0.152165E+01   0.138787E-08   0.468692E-06  -0.276795E-07
  2483   0.775159E+02   0.263803E+01   0.000000E+00  -0.151918E+01   0.138683E-08   0.490801E-06  -0.288700E-07
  2484   0.771875E+02   0.265047E+01   0.000000E+00  -0.151790E+01   0.138580E-08   0.512609E-06  -0.300234E-07
  2485   0.768612E+02   0.266294E+01   0.000000E+00  -0.151779E+01   0.138476E-08   0.534065E-06  -0.311368E-07
  2486   0.765372E+02   0.267543E+01   0.000000E+00  -0.151885E+01   0.138372E-08   0.555118E-06  -0.322072E-07
  2487   0.762147E+02   0.268793E+01   0.000000E+00  -0.152107E+01   0.138269E-08   0.575717E-06  -0.332314E-07
  2488   0.758944E+02   0.270045E+01   0.000000E+00  -0.152444E+01   0.138165E-08   0.595812E-06  -0.342066E-07
  2489   0.755756E+02   0.271297E+01   0.000000E+00  -0.152896E+01   0.138062E-08   0.615353E-06  -0.351297E-07
  2490   0.752591E+02   0.272547E+01   0.000000E+00  -0.153460E+01   0.137959E-08   0.634287E-06  -0.359977E-07
  2491   0.749455E+02   0.273797E+01   0.000000E+00  -0.154136E+01   0.137856E-08   0.652566E-06  -0.368075E-07
  2492   0.746334E+02   0.275044E+01   0.000000E+00  -0.154924E+01   0.137753E-08   0.670138E-06  -0.375562E-07
  2493   0.743235E+02   0.276288E+01   0.000000E+00  -0.155821E+01   0.137650E-08   0.686952E-06  -0.382407E-07
  2494   0.740162E+02   0.277530E+01   0.000000E+00  -0.156826E+01   0.137548E-08   0.702958E-06  -0.388579E-07
  2495   0.737112E+02   0.278766E+01   0.000000E+00  -0.157937E+01   0.137445E-08   0.718105E-06  -0.394050E-07
  2496   0.734088E+02   0.279998E+01   0.000000E+00  -0.159155E+01   0.137343E-08   0.732343E-06  -0.398788E-07
  2497   0.731088E+02   0.281224E+01   0.000000E+00  -0.160477E+01   0.137240E-08   0.745620E-06  -0.402764E-07
  2498   0.728114E+02   0.282444E+01   0.000000E+00  -0.161903E+01   0.137138E-08   0.757887E-06  -0.405946E-07
  2499   0.725166E+02   0.283655E+01   0.000000E+00  -0.163430E+01   0.137036E-08   0.769092E-06  -0.408306E-07
  2500   0.722244E+02   0.284860E+01   0.000000E+00  -0.165057E+01   0.136934E-08   0.779185E-06  -0.409813E-07
  2501   0.719349E+02   0.286055E+01   0.000000E+00  -0.166783E+01   0.136832E-08   0.788130E-06  -0.410447E-07
  2502   0.716482E+02   0.287241E+01   0.000000E+00  -0.168607E+01   0.136730E-08   0.795945E-06  -0.410230E-07
  2503   0.713642E+02   0.288416E+01   0.000000E+00  -0.170527E+01   0.136629E-08   0.802664E-06  -0.409196E-07
  2504   0.710830E+02   0.289581E+01   0.000000E+00  -0.172541E+01   0.136527E-08   0.808321E-06  -0.407378E-07
  2505   0.708048E+02   0.290735E+01   0.000000E+00  -0.174648E+01   0.136426E-08   0.812948E-06  -0.404808E-07
  2506   0.705293E+02   0.291876E+01   0.000000E+00  -0.176847E+01   0.136324E-08   0.816581E-06  -0.401520E-07
  2507   0.702570E+02   0.293004E+01   0.000000E+00  -0.179134E+01   0.136223E-08   0.819251E-06  -0.397546E-07
  2508   0.699875E+02   0.294120E+01   0.000000E+00  -0.181509E+01   0.136122E-08   0.820993E-06  -0.392919E-07
  2509   0.697211E+02   0.295222E+01   0.000000E+00  -0.183971E+01   0.136021E-08   0.821840E-06  -0.387673E-07
  2510   0.694578E+02   0.296309E+01   0.000000E+00  -0.186516E+01   0.135920E-08   0.821825E-06  -0.381840E-07
  2511   0.691976E+02   0.297382E+01   0.000000E+00  -0.189145E+01   0.135819E-08   0.820982E-06  -0.375453E-07
